event_type,timestamp,node_id,node_addr,packet_id,source,dest,data_value,next_hop,routing_option,previous_hop
ROUTE,2161.817490,37,"[2,1]",68_3,"[17,2]","[16,4]",25.963072,"[1,3]",Up Tree,37
ROUTE,2161.817607,26,"[1,3]",68_3,"[17,2]","[16,4]",25.963072,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,2161.817719,24,"[1,1]",68_3,"[17,2]","[16,4]",25.963072,"[1,4]",Down Tree,24
ROUTE,2161.817808,23,"[1,4]",68_3,"[17,2]","[16,4]",25.963072,"[6,5]",Cluster Routing Cluster,23
ROUTE,2161.817893,32,"[6,5]",68_3,"[17,2]","[16,4]",25.963072,"[16,4]",Cluster Routing Cluster,32
RECEIVE,2161.817987,42,"[16,4]",68_3,"[17,2]","[16,4]",25.963072,,,32
SEND,2170.537155,39,"[10,4]",39_3,"[10,4]","[5,3]",37.557934,,,
ROUTE,2170.537155,39,"[10,4]",39_3,"[10,4]","[5,3]",37.557934,"[10,254]",Up Tree,39
ROUTE,2170.537249,48,"[10,1]",39_3,"[10,4]","[5,3]",37.557934,"[2,5]",Up Tree,48
ROUTE,2170.537351,38,"[2,5]",39_3,"[10,4]","[5,3]",37.557934,"[2,6]",Cluster Routing Cluster,38
SEND,2171.310157,46,"[2,2]",46_9,"[2,2]","[5,4]",42.555663,,,
ROUTE,2171.310157,46,"[2,2]",46_9,"[2,2]","[5,4]",42.555663,"[2,254]",Up Tree,46
ROUTE,2171.310224,37,"[2,1]",46_9,"[2,2]","[5,4]",42.555663,"[2,4]",Down Tree,37
ROUTE,2171.310338,28,"[2,4]",46_9,"[2,2]","[5,4]",42.555663,"[5,1]",Cluster Routing Cluster,28
SEND,2175.412515,8,"[5,4]",8_4,"[5,4]","[34,1]",31.446836,,,
ROUTE,2175.412515,8,"[5,4]",8_4,"[5,4]","[34,1]",31.446836,"[5,254]",Up Tree,8
ROUTE,2175.412563,18,"[5,2]",8_4,"[5,4]","[34,1]",31.446836,"[2,4]",Up Tree,18
ROUTE,2175.412647,28,"[2,4]",8_4,"[5,4]","[34,1]",31.446836,"[2,254]",Cluster Routing Router Gateway,18
ROUTE,2175.412761,37,"[2,1]",8_4,"[5,4]","[34,1]",31.446836,"[1,3]",Up Tree,37
ROUTE,2175.412878,26,"[1,3]",8_4,"[5,4]","[34,1]",31.446836,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,2175.412991,24,"[1,1]",8_4,"[5,4]","[34,1]",31.446836,"[1,4]",Down Tree,24
ROUTE,2175.413079,23,"[1,4]",8_4,"[5,4]","[34,1]",31.446836,"[6,1]",Cluster Routing Router Gateway 2,24
ROUTE,2175.413173,22,"[6,1]",8_4,"[5,4]","[34,1]",31.446836,"[6,4]",Down Tree,22
ROUTE,2175.413272,31,"[6,4]",8_4,"[5,4]","[34,1]",31.446836,"[14,2]",Cluster Routing Router Gateway 2,22
ROUTE,2175.413365,40,"[14,2]",8_4,"[5,4]","[34,1]",31.446836,"[14,4]",Down Tree,40
ROUTE,2175.413463,50,"[14,4]",8_4,"[5,4]","[34,1]",31.446836,"[21,2]",Down Tree,50
ROUTE,2175.413574,61,"[21,2]",8_4,"[5,4]","[34,1]",31.446836,"[27,1]",Cluster Routing Router Gateway 2,50
ROUTE,2175.413676,71,"[27,1]",8_4,"[5,4]","[34,1]",31.446836,"[34,254]",Cluster Routing Cluster,71
ROUTE,2175.413774,82,"[27,2]",8_4,"[5,4]","[34,1]",31.446836,"[34,1]",Cluster Routing Cluster,82
RECEIVE,2175.413860,92,"[34,1]",8_4,"[5,4]","[34,1]",31.446836,,,82
SEND,2177.371405,85,"[31,2]",85_4,"[31,2]","[12,1]",18.525221,,,
ROUTE,2177.371405,85,"[31,2]",85_4,"[31,2]","[12,1]",18.525221,"[31,254]",Up Tree,85
ROUTE,2177.371511,76,"[31,1]",85_4,"[31,2]","[12,1]",18.525221,"[24,5]",Up Tree,76
ROUTE,2177.371601,77,"[24,5]",85_4,"[31,2]","[12,1]",18.525221,"[24,254]",Cluster Routing Router Gateway,76
ROUTE,2177.371681,78,"[17,3]",85_4,"[31,2]","[12,1]",18.525221,"[17,254]",Up Tree,78
ROUTE,2177.371797,69,"[17,1]",85_4,"[31,2]","[12,1]",18.525221,"[10,3]",Up Tree,69
ROUTE,2177.371870,59,"[10,3]",85_4,"[31,2]","[12,1]",18.525221,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,2177.371958,48,"[10,1]",85_4,"[31,2]","[12,1]",18.525221,"[2,5]",Up Tree,48
ROUTE,2177.372060,38,"[2,5]",85_4,"[31,2]","[12,1]",18.525221,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,2177.372158,37,"[2,1]",85_4,"[31,2]","[12,1]",18.525221,"[1,3]",Up Tree,37
ROUTE,2177.372275,26,"[1,3]",85_4,"[31,2]","[12,1]",18.525221,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,2177.372387,24,"[1,1]",85_4,"[31,2]","[12,1]",18.525221,"[1,4]",Down Tree,24
ROUTE,2177.372476,23,"[1,4]",85_4,"[31,2]","[12,1]",18.525221,"[6,7]",Cluster Routing Cluster,23
SEND,2177.776411,3,"[12,1]",3_3,"[12,1]","[3,1]",31.822656,,,
SEND,2191.924905,53,"[16,2]",53_3,"[16,2]","[29,3]",31.709311,,,
ROUTE,2191.924905,53,"[16,2]",53_3,"[16,2]","[29,3]",31.709311,"[16,254]",Up Tree,53
ROUTE,2191.925002,43,"[16,1]",53_3,"[16,2]","[29,3]",31.709311,"[6,5]",Up Tree,43
ROUTE,2191.925119,32,"[6,5]",53_3,"[16,2]","[29,3]",31.709311,"[6,254]",Cluster Routing Router Gateway,43
ROUTE,2191.925185,22,"[6,1]",53_3,"[16,2]","[29,3]",31.709311,"[1,4]",Up Tree,22
ROUTE,2191.925280,23,"[1,4]",53_3,"[16,2]","[29,3]",31.709311,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,2191.925368,24,"[1,1]",53_3,"[16,2]","[29,3]",31.709311,"[1,3]",Down Tree,24
ROUTE,2191.925481,26,"[1,3]",53_3,"[16,2]","[29,3]",31.709311,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,2191.925598,37,"[2,1]",53_3,"[16,2]","[29,3]",31.709311,"[2,5]",Down Tree,37
ROUTE,2191.925695,38,"[2,5]",53_3,"[16,2]","[29,3]",31.709311,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,2191.925798,48,"[10,1]",53_3,"[16,2]","[29,3]",31.709311,"[10,3]",Down Tree,48
ROUTE,2191.925885,59,"[10,3]",53_3,"[16,2]","[29,3]",31.709311,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,2191.925959,69,"[17,1]",53_3,"[16,2]","[29,3]",31.709311,"[17,3]",Down Tree,69
ROUTE,2191.926074,78,"[17,3]",53_3,"[16,2]","[29,3]",31.709311,"[24,3]",Cluster Routing Cluster,78
ROUTE,2191.926175,87,"[24,3]",53_3,"[16,2]","[29,3]",31.709311,"[29,3]",Cluster Routing Cluster,87
RECEIVE,2191.926265,86,"[29,3]",53_3,"[16,2]","[29,3]",31.709311,,,87
SEND,2192.168737,57,"[4,2]",57_15,"[4,2]","[5,3]",11.368460,,,
SEND,2198.347557,19,"[5,1]",19_3,"[5,1]","[18,2]",33.378547,,,
SEND,2203.514273,34,"[3,10]",34_3,"[3,10]","[15,1]",37.963969,,,
ROUTE,2203.514273,34,"[3,10]",34_3,"[3,10]","[15,1]",37.963969,"[3,254]",Up Tree,34
SEND,2207.360860,45,"[3,2]",45_9,"[3,2]","[4,2]",29.388505,,,
ROUTE,2207.360860,45,"[3,2]",45_9,"[3,2]","[4,2]",29.388505,"[4,254]",Cluster Routing Cluster,45
ROUTE,2207.360969,56,"[4,3]",45_9,"[3,2]","[4,2]",29.388505,"[4,2]",Cluster Routing Cluster,56
RECEIVE,2207.361038,57,"[4,2]",45_9,"[3,2]","[4,2]",29.388505,,,56
RECEIVE,2207.361044,66,"[4,2]",45_9,"[3,2]","[4,2]",29.388505,,,56
SEND,2212.460530,95,"[29,3]",95_4,"[29,3]","[31,2]",16.319111,,,
ROUTE,2212.460530,95,"[29,3]",95_4,"[29,3]","[31,2]",16.319111,"[31,2]",Cluster Routing Cluster,95
RECEIVE,2212.460595,85,"[31,2]",95_4,"[29,3]","[31,2]",16.319111,,,95
SEND,2230.471061,75,"[31,3]",75_8,"[31,3]","[15,1]",49.452591,,,
ROUTE,2230.471061,75,"[31,3]",75_8,"[31,3]","[15,1]",49.452591,"[31,254]",Up Tree,75
ROUTE,2230.471106,76,"[31,1]",75_8,"[31,3]","[15,1]",49.452591,"[24,5]",Up Tree,76
ROUTE,2230.471196,77,"[24,5]",75_8,"[31,3]","[15,1]",49.452591,"[24,254]",Cluster Routing Router Gateway,76
ROUTE,2230.471276,78,"[17,3]",75_8,"[31,3]","[15,1]",49.452591,"[17,254]",Up Tree,78
ROUTE,2230.471392,69,"[17,1]",75_8,"[31,3]","[15,1]",49.452591,"[10,3]",Up Tree,69
ROUTE,2230.471465,59,"[10,3]",75_8,"[31,3]","[15,1]",49.452591,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,2230.471553,48,"[10,1]",75_8,"[31,3]","[15,1]",49.452591,"[2,5]",Up Tree,48
ROUTE,2230.471655,38,"[2,5]",75_8,"[31,3]","[15,1]",49.452591,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,2230.471753,37,"[2,1]",75_8,"[31,3]","[15,1]",49.452591,"[2,4]",Down Tree,37
ROUTE,2230.471867,28,"[2,4]",75_8,"[31,3]","[15,1]",49.452591,"[5,2]",Cluster Routing Router Gateway 2,37
ROUTE,2230.471951,18,"[5,2]",75_8,"[31,3]","[15,1]",49.452591,"[5,5]",Cluster Routing Cluster,18
ROUTE,2230.472043,7,"[5,5]",75_8,"[31,3]","[15,1]",49.452591,"[15,1]",Cluster Routing Cluster,7
RECEIVE,2230.472121,6,"[15,1]",75_8,"[31,3]","[15,1]",49.452591,,,7
SEND,2236.234497,1,"[12,3]",1_4,"[12,3]","[4,4]",15.757886,,,
ROUTE,2236.234497,1,"[12,3]",1_4,"[12,3]","[4,4]",15.757886,"[12,254]",Up Tree,1
ROUTE,2236.234592,2,"[12,2]",1_4,"[12,3]","[4,4]",15.757886,"[6,3]",Up Tree,2
ROUTE,2236.234672,13,"[6,3]",1_4,"[12,3]","[4,4]",15.757886,"[6,254]",Cluster Routing Router Gateway,2
ROUTE,2236.234772,22,"[6,1]",1_4,"[12,3]","[4,4]",15.757886,"[1,4]",Up Tree,22
ROUTE,2236.234866,23,"[1,4]",1_4,"[12,3]","[4,4]",15.757886,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,2236.234955,24,"[1,1]",1_4,"[12,3]","[4,4]",15.757886,"[1,3]",Down Tree,24
ROUTE,2236.235067,26,"[1,3]",1_4,"[12,3]","[4,4]",15.757886,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,2236.235185,37,"[2,1]",1_4,"[12,3]","[4,4]",15.757886,"[2,3]",Down Tree,37
ROUTE,2236.235276,47,"[2,3]",1_4,"[12,3]","[4,4]",15.757886,"[4,254]",Cluster Routing Cluster,47
ROUTE,2236.235368,56,"[4,3]",1_4,"[12,3]","[4,4]",15.757886,"[4,4]",Cluster Routing Cluster,56
RECEIVE,2236.235448,55,"[4,4]",1_4,"[12,3]","[4,4]",15.757886,,,56
SEND,2240.166212,89,"[24,2]",89_3,"[24,2]","[14,1]",23.210658,,,
ROUTE,2240.166212,89,"[24,2]",89_3,"[24,2]","[14,1]",23.210658,"[24,254]",Up Tree,89
ROUTE,2240.166330,78,"[17,3]",89_3,"[24,2]","[14,1]",23.210658,"[17,254]",Up Tree,78
ROUTE,2240.166446,69,"[17,1]",89_3,"[24,2]","[14,1]",23.210658,"[10,3]",Up Tree,69
ROUTE,2240.166520,59,"[10,3]",89_3,"[24,2]","[14,1]",23.210658,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,2240.166607,48,"[10,1]",89_3,"[24,2]","[14,1]",23.210658,"[2,5]",Up Tree,48
ROUTE,2240.166710,38,"[2,5]",89_3,"[24,2]","[14,1]",23.210658,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,2240.166807,37,"[2,1]",89_3,"[24,2]","[14,1]",23.210658,"[1,3]",Up Tree,37
ROUTE,2240.166924,26,"[1,3]",89_3,"[24,2]","[14,1]",23.210658,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,2240.167036,24,"[1,1]",89_3,"[24,2]","[14,1]",23.210658,"[1,4]",Down Tree,24
ROUTE,2240.167125,23,"[1,4]",89_3,"[24,2]","[14,1]",23.210658,"[6,5]",Cluster Routing Cluster,23
ROUTE,2240.167211,32,"[6,5]",89_3,"[24,2]","[14,1]",23.210658,"[14,1]",Cluster Routing Cluster,32
RECEIVE,2240.167325,41,"[14,1]",89_3,"[24,2]","[14,1]",23.210658,,,32
SEND,2281.929821,92,"[34,1]",92_3,"[34,1]","[24,2]",24.297929,,,
ROUTE,2281.929821,92,"[34,1]",92_3,"[34,1]","[24,2]",24.297929,"[34,254]",Up Tree,92
ROUTE,2281.929907,82,"[27,2]",92_3,"[34,1]","[24,2]",24.297929,"[27,254]",Up Tree,82
ROUTE,2281.930005,71,"[27,1]",92_3,"[34,1]","[24,2]",24.297929,"[21,2]",Up Tree,71
ROUTE,2281.930107,61,"[21,2]",92_3,"[34,1]","[24,2]",24.297929,"[21,254]",Cluster Routing Router Gateway,71
ROUTE,2281.930218,50,"[14,4]",92_3,"[34,1]","[24,2]",24.297929,"[14,254]",Up Tree,50
ROUTE,2281.930316,40,"[14,2]",92_3,"[34,1]","[24,2]",24.297929,"[6,4]",Up Tree,40
ROUTE,2281.930408,31,"[6,4]",92_3,"[34,1]","[24,2]",24.297929,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,2281.930507,22,"[6,1]",92_3,"[34,1]","[24,2]",24.297929,"[1,4]",Up Tree,22
ROUTE,2281.930602,23,"[1,4]",92_3,"[34,1]","[24,2]",24.297929,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,2281.930690,24,"[1,1]",92_3,"[34,1]","[24,2]",24.297929,"[1,3]",Down Tree,24
ROUTE,2281.930803,26,"[1,3]",92_3,"[34,1]","[24,2]",24.297929,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,2281.930920,37,"[2,1]",92_3,"[34,1]","[24,2]",24.297929,"[2,5]",Down Tree,37
ROUTE,2281.931017,38,"[2,5]",92_3,"[34,1]","[24,2]",24.297929,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,2281.931120,48,"[10,1]",92_3,"[34,1]","[24,2]",24.297929,"[10,3]",Down Tree,48
ROUTE,2281.931207,59,"[10,3]",92_3,"[34,1]","[24,2]",24.297929,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,2281.931281,69,"[17,1]",92_3,"[34,1]","[24,2]",24.297929,"[24,254]",Cluster Routing Cluster,69
ROUTE,2281.931396,78,"[17,3]",92_3,"[34,1]","[24,2]",24.297929,"[24,2]",Cluster Routing Cluster,78
RECEIVE,2281.931515,89,"[24,2]",92_3,"[34,1]","[24,2]",24.297929,,,78
SEND,2283.427684,9,"[5,3]",9_3,"[5,3]","[28,1]",36.840670,,,
ROUTE,2283.427684,9,"[5,3]",9_3,"[5,3]","[28,1]",36.840670,"[5,254]",Up Tree,9
ROUTE,2283.427790,18,"[5,2]",9_3,"[5,3]","[28,1]",36.840670,"[2,4]",Up Tree,18
ROUTE,2283.427875,28,"[2,4]",9_3,"[5,3]","[28,1]",36.840670,"[2,254]",Cluster Routing Router Gateway,18
ROUTE,2283.427988,37,"[2,1]",9_3,"[5,3]","[28,1]",36.840670,"[1,3]",Up Tree,37
ROUTE,2283.428105,26,"[1,3]",9_3,"[5,3]","[28,1]",36.840670,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,2283.428218,24,"[1,1]",9_3,"[5,3]","[28,1]",36.840670,"[1,4]",Down Tree,24
ROUTE,2283.428306,23,"[1,4]",9_3,"[5,3]","[28,1]",36.840670,"[6,1]",Cluster Routing Router Gateway 2,24
ROUTE,2283.428401,22,"[6,1]",9_3,"[5,3]","[28,1]",36.840670,"[6,5]",Down Tree,22
ROUTE,2283.428467,32,"[6,5]",9_3,"[5,3]","[28,1]",36.840670,"[16,1]",Cluster Routing Router Gateway 2,22
ROUTE,2283.428584,43,"[16,1]",9_3,"[5,3]","[28,1]",36.840670,"[16,3]",Down Tree,43
ROUTE,2283.428693,52,"[16,3]",9_3,"[5,3]","[28,1]",36.840670,"[23,2]",Cluster Routing Cluster,52
ROUTE,2283.428779,62,"[23,2]",9_3,"[5,3]","[28,1]",36.840670,"[28,1]",Cluster Routing Cluster,62
RECEIVE,2283.428854,73,"[28,1]",9_3,"[5,3]","[28,1]",36.840670,,,62
SEND,2294.273813,42,"[16,4]",42_3,"[16,4]","[25,1]",17.207543,,,
ROUTE,2294.273813,42,"[16,4]",42_3,"[16,4]","[25,1]",17.207543,"[16,254]",Up Tree,42
ROUTE,2294.273870,43,"[16,1]",42_3,"[16,4]","[25,1]",17.207543,"[6,5]",Up Tree,43
ROUTE,2294.273986,32,"[6,5]",42_3,"[16,4]","[25,1]",17.207543,"[6,254]",Cluster Routing Router Gateway,43
ROUTE,2294.274053,22,"[6,1]",42_3,"[16,4]","[25,1]",17.207543,"[1,4]",Up Tree,22
ROUTE,2294.274147,23,"[1,4]",42_3,"[16,4]","[25,1]",17.207543,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,2294.274236,24,"[1,1]",42_3,"[16,4]","[25,1]",17.207543,"[1,3]",Down Tree,24
ROUTE,2294.274348,26,"[1,3]",42_3,"[16,4]","[25,1]",17.207543,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,2294.274465,37,"[2,1]",42_3,"[16,4]","[25,1]",17.207543,"[2,5]",Down Tree,37
ROUTE,2294.274563,38,"[2,5]",42_3,"[16,4]","[25,1]",17.207543,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,2294.274665,48,"[10,1]",42_3,"[16,4]","[25,1]",17.207543,"[10,3]",Down Tree,48
ROUTE,2294.274753,59,"[10,3]",42_3,"[16,4]","[25,1]",17.207543,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,2294.274826,69,"[17,1]",42_3,"[16,4]","[25,1]",17.207543,"[25,254]",Cluster Routing Cluster,69
ROUTE,2294.274945,79,"[17,4]",42_3,"[16,4]","[25,1]",17.207543,"[25,1]",Cluster Routing Cluster,79
RECEIVE,2294.275062,98,"[25,1]",42_3,"[16,4]","[25,1]",17.207543,,,79
SEND,2312.017270,58,"[10,5]",58_4,"[10,5]","[4,4]",39.815602,,,
ROUTE,2312.017270,58,"[10,5]",58_4,"[10,5]","[4,4]",39.815602,"[10,254]",Up Tree,58
ROUTE,2312.017329,48,"[10,1]",58_4,"[10,5]","[4,4]",39.815602,"[2,5]",Up Tree,48
ROUTE,2312.017431,38,"[2,5]",58_4,"[10,5]","[4,4]",39.815602,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,2312.017529,37,"[2,1]",58_4,"[10,5]","[4,4]",39.815602,"[2,3]",Down Tree,37
ROUTE,2312.017621,47,"[2,3]",58_4,"[10,5]","[4,4]",39.815602,"[4,254]",Cluster Routing Cluster,47
ROUTE,2312.017712,56,"[4,3]",58_4,"[10,5]","[4,4]",39.815602,"[4,4]",Cluster Routing Cluster,56
RECEIVE,2312.017792,55,"[4,4]",58_4,"[10,5]","[4,4]",39.815602,,,56
SEND,2315.327373,73,"[28,1]",73_4,"[28,1]","[5,3]",43.231367,,,
SEND,2324.814139,12,"[6,7]",12_3,"[6,7]","[2,2]",38.888874,,,
ROUTE,2324.814139,12,"[6,7]",12_3,"[6,7]","[2,2]",38.888874,"[6,254]",Up Tree,12
ROUTE,2324.814206,22,"[6,1]",12_3,"[6,7]","[2,2]",38.888874,"[1,4]",Up Tree,22
ROUTE,2324.814300,23,"[1,4]",12_3,"[6,7]","[2,2]",38.888874,"[3,10]",Cluster Routing Cluster,23
SEND,2331.691580,41,"[14,1]",41_6,"[14,1]","[10,2]",42.744844,,,
SEND,2336.181694,98,"[25,1]",98_3,"[25,1]","[17,2]",23.046005,,,
ROUTE,2336.181694,98,"[25,1]",98_3,"[25,1]","[17,2]",23.046005,"[25,254]",Cluster Routing Cluster,98
ROUTE,2336.181811,79,"[17,4]",98_3,"[25,1]","[17,2]",23.046005,"[17,2]",Cluster Routing Cluster,79
RECEIVE,2336.181925,68,"[17,2]",98_3,"[25,1]","[17,2]",23.046005,,,79
SEND,2337.068524,74,"[22,5]",74_15,"[22,5]","[5,3]",25.600783,,,
SEND,2339.115877,27,"[2,6]",27_3,"[2,6]","[5,1]",24.275195,,,
ROUTE,2339.115877,27,"[2,6]",27_3,"[2,6]","[5,1]",24.275195,"[5,3]",Cluster Routing Cluster,27
SEND,2352.136615,97,"[29,1]",97_3,"[29,1]","[31,2]",41.986163,,,
ROUTE,2352.136615,97,"[29,1]",97_3,"[29,1]","[31,2]",41.986163,"[29,254]",Cluster Routing Cluster,97
ROUTE,2352.136706,96,"[29,2]",97_3,"[29,1]","[31,2]",41.986163,"[31,2]",Cluster Routing Cluster,96
RECEIVE,2352.136816,85,"[31,2]",97_3,"[29,1]","[31,2]",41.986163,,,96
SEND,2356.115509,6,"[15,1]",6_5,"[15,1]","[17,2]",12.500393,,,
SEND,2378.474777,10,"[18,2]",10_9,"[18,2]","[10,2]",40.432923,,,
SEND,2380.761345,25,"[3,9]",25_4,"[3,9]","[22,4]",36.432556,,,
ROUTE,2380.761345,25,"[3,9]",25_4,"[3,9]","[22,4]",36.432556,"[3,254]",Up Tree,25
SEND,2394.829210,64,"[22,4]",64_3,"[22,4]","[19,2]",16.436908,,,
SEND,2403.775443,91,"[33,1]",91_3,"[33,1]","[11,1]",16.353677,,,
ROUTE,2403.775443,91,"[33,1]",91_3,"[33,1]","[11,1]",16.353677,"[33,254]",Up Tree,91
ROUTE,2403.775507,81,"[26,3]",91_3,"[33,1]","[11,1]",16.353677,"[26,254]",Up Tree,81
ROUTE,2403.775615,70,"[26,1]",91_3,"[33,1]","[11,1]",16.353677,"[21,1]",Up Tree,70
ROUTE,2403.775683,60,"[21,1]",91_3,"[33,1]","[11,1]",16.353677,"[21,254]",Cluster Routing Router Gateway,70
ROUTE,2403.775744,50,"[14,4]",91_3,"[33,1]","[11,1]",16.353677,"[14,254]",Up Tree,50
ROUTE,2403.775842,40,"[14,2]",91_3,"[33,1]","[11,1]",16.353677,"[6,4]",Cluster Routing Cluster,40
ROUTE,2403.775934,31,"[6,4]",91_3,"[33,1]","[11,1]",16.353677,"[11,1]",Cluster Routing Cluster,31
RECEIVE,2403.776052,20,"[11,1]",91_3,"[33,1]","[11,1]",16.353677,,,31
SEND,2408.975647,51,"[14,3]",51_5,"[14,3]","[3,9]",12.716129,,,
ROUTE,2408.975647,51,"[14,3]",51_5,"[14,3]","[3,9]",12.716129,"[14,254]",Up Tree,51
ROUTE,2408.975728,40,"[14,2]",51_5,"[14,3]","[3,9]",12.716129,"[6,4]",Up Tree,40
ROUTE,2408.975820,31,"[6,4]",51_5,"[14,3]","[3,9]",12.716129,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,2408.975919,22,"[6,1]",51_5,"[14,3]","[3,9]",12.716129,"[1,4]",Up Tree,22
ROUTE,2408.976013,23,"[1,4]",51_5,"[14,3]","[3,9]",12.716129,"[3,10]",Cluster Routing Cluster,23
SEND,2416.918895,63,"[23,1]",63_4,"[23,1]","[10,2]",28.023211,,,
ROUTE,2416.918895,63,"[23,1]",63_4,"[23,1]","[10,2]",28.023211,"[23,254]",Up Tree,63
ROUTE,2416.918991,52,"[16,3]",63_4,"[23,1]","[10,2]",28.023211,"[16,254]",Up Tree,52
ROUTE,2416.919100,43,"[16,1]",63_4,"[23,1]","[10,2]",28.023211,"[6,5]",Up Tree,43
ROUTE,2416.919217,32,"[6,5]",63_4,"[23,1]","[10,2]",28.023211,"[6,254]",Cluster Routing Router Gateway,43
ROUTE,2416.919284,22,"[6,1]",63_4,"[23,1]","[10,2]",28.023211,"[1,4]",Up Tree,22
ROUTE,2416.919378,23,"[1,4]",63_4,"[23,1]","[10,2]",28.023211,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,2416.919467,24,"[1,1]",63_4,"[23,1]","[10,2]",28.023211,"[1,3]",Down Tree,24
ROUTE,2416.919579,26,"[1,3]",63_4,"[23,1]","[10,2]",28.023211,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,2416.919696,37,"[2,1]",63_4,"[23,1]","[10,2]",28.023211,"[2,4]",Cluster Routing Cluster,37
ROUTE,2416.919810,28,"[2,4]",63_4,"[23,1]","[10,2]",28.023211,"[10,2]",Cluster Routing Cluster,28
RECEIVE,2416.919889,29,"[10,2]",63_4,"[23,1]","[10,2]",28.023211,,,28
SEND,2426.594083,75,"[31,3]",75_9,"[31,3]","[31,2]",46.300350,,,
ROUTE,2426.594083,75,"[31,3]",75_9,"[31,3]","[31,2]",46.300350,"[31,2]",Cluster Routing Cluster,75
RECEIVE,2426.594188,85,"[31,2]",75_9,"[31,3]","[31,2]",46.300350,,,75
SEND,2431.383709,29,"[10,2]",29_4,"[10,2]","[3,8]",30.003546,,,
SEND,2442.708328,67,"[24,4]",67_4,"[24,4]","[3,1]",17.767268,,,
ROUTE,2442.708328,67,"[24,4]",67_4,"[24,4]","[3,1]",17.767268,"[24,254]",Up Tree,67
ROUTE,2442.708427,78,"[17,3]",67_4,"[24,4]","[3,1]",17.767268,"[17,254]",Up Tree,78
ROUTE,2442.708543,69,"[17,1]",67_4,"[24,4]","[3,1]",17.767268,"[10,3]",Up Tree,69
ROUTE,2442.708616,59,"[10,3]",67_4,"[24,4]","[3,1]",17.767268,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,2442.708704,48,"[10,1]",67_4,"[24,4]","[3,1]",17.767268,"[2,5]",Up Tree,48
ROUTE,2442.708806,38,"[2,5]",67_4,"[24,4]","[3,1]",17.767268,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,2442.708904,37,"[2,1]",67_4,"[24,4]","[3,1]",17.767268,"[1,3]",Up Tree,37
ROUTE,2442.709021,26,"[1,3]",67_4,"[24,4]","[3,1]",17.767268,"[3,254]",Cluster Routing Cluster,26
ROUTE,2442.709131,35,"[2,2]",67_4,"[24,4]","[3,1]",17.767268,"[3,1]",Cluster Routing Cluster,35
RECEIVE,2442.709196,44,"[3,1]",67_4,"[24,4]","[3,1]",17.767268,,,35
SEND,2444.049714,36,"[3,8]",36_7,"[3,8]","[32,1]",48.726436,,,
ROUTE,2444.049714,36,"[3,8]",36_7,"[3,8]","[32,1]",48.726436,"[3,254]",Up Tree,36
SEND,2452.530692,15,"[19,2]",15_4,"[19,2]","[28,1]",35.777661,,,
SEND,2470.426739,44,"[3,1]",44_18,"[3,1]","[28,1]",48.029030,,,
ROUTE,2470.426739,44,"[3,1]",44_18,"[3,1]","[28,1]",48.029030,"[3,254]",Up Tree,44
SEND,2479.444383,93,"[34,2]",93_3,"[34,2]","[29,1]",20.142104,,,
ROUTE,2479.444383,93,"[34,2]",93_3,"[34,2]","[29,1]",20.142104,"[34,254]",Up Tree,93
ROUTE,2479.444500,82,"[27,2]",93_3,"[34,2]","[29,1]",20.142104,"[27,254]",Up Tree,82
ROUTE,2479.444598,71,"[27,1]",93_3,"[34,2]","[29,1]",20.142104,"[21,2]",Up Tree,71
ROUTE,2479.444700,61,"[21,2]",93_3,"[34,2]","[29,1]",20.142104,"[21,254]",Cluster Routing Router Gateway,71
