event_type,timestamp,node_id,node_addr,packet_id,source,dest,data_value,next_hop,routing_option,previous_hop
RECEIVE,3755.720047,44,"[3,1]",53_7,"[16,2]","[3,1]",30.406428,,,53
SEND,3758.391464,34,"[3,10]",34_7,"[3,10]","[29,3]",43.831168,,,
ROUTE,3758.391464,34,"[3,10]",34_7,"[3,10]","[29,3]",43.831168,"[3,254]",Up Tree,34
SEND,3758.709604,6,"[15,1]",6_9,"[15,1]","[23,1]",14.651716,,,
SEND,3766.863285,55,"[4,4]",55_7,"[4,4]","[15,1]",25.482488,,,
ROUTE,3766.863285,55,"[4,4]",55_7,"[4,4]","[15,1]",25.482488,"[4,254]",Up Tree,55
ROUTE,3766.863365,56,"[4,3]",55_7,"[4,4]","[15,1]",25.482488,"[2,3]",Up Tree,56
ROUTE,3766.863456,47,"[2,3]",55_7,"[4,4]","[15,1]",25.482488,"[2,254]",Cluster Routing Router Gateway,56
ROUTE,3766.863548,37,"[2,1]",55_7,"[4,4]","[15,1]",25.482488,"[2,4]",Down Tree,37
ROUTE,3766.863662,28,"[2,4]",55_7,"[4,4]","[15,1]",25.482488,"[5,2]",Cluster Routing Router Gateway 2,37
ROUTE,3766.863746,18,"[5,2]",55_7,"[4,4]","[15,1]",25.482488,"[5,5]",Cluster Routing Cluster,18
ROUTE,3766.863838,7,"[5,5]",55_7,"[4,4]","[15,1]",25.482488,"[15,1]",Cluster Routing Cluster,7
RECEIVE,3766.863917,6,"[15,1]",55_7,"[4,4]","[15,1]",25.482488,,,7
SEND,3773.233743,74,"[22,5]",74_19,"[22,5]","[4,2]",22.509844,,,
ROUTE,3773.233743,74,"[22,5]",74_19,"[22,5]","[4,2]",22.509844,"[31,3]",Cluster Routing Cluster,74
SEND,3779.114878,45,"[3,2]",45_14,"[3,2]","[29,1]",47.688590,,,
ROUTE,3779.114878,45,"[3,2]",45_14,"[3,2]","[29,1]",47.688590,"[3,254]",Up Tree,45
SEND,3782.690837,39,"[10,4]",39_7,"[10,4]","[5,1]",25.500984,,,
ROUTE,3782.690837,39,"[10,4]",39_7,"[10,4]","[5,1]",25.500984,"[10,2]",Cluster Routing Cluster,39
SEND,3786.400295,27,"[2,6]",27_7,"[2,6]","[25,1]",43.582895,,,
ROUTE,3786.400295,27,"[2,6]",27_7,"[2,6]","[25,1]",43.582895,"[2,254]",Up Tree,27
ROUTE,3786.400366,37,"[2,1]",27_7,"[2,6]","[25,1]",43.582895,"[2,5]",Down Tree,37
ROUTE,3786.400464,38,"[2,5]",27_7,"[2,6]","[25,1]",43.582895,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,3786.400566,48,"[10,1]",27_7,"[2,6]","[25,1]",43.582895,"[10,3]",Down Tree,48
ROUTE,3786.400654,59,"[10,3]",27_7,"[2,6]","[25,1]",43.582895,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,3786.400727,69,"[17,1]",27_7,"[2,6]","[25,1]",43.582895,"[25,254]",Cluster Routing Cluster,69
ROUTE,3786.400846,79,"[17,4]",27_7,"[2,6]","[25,1]",43.582895,"[25,1]",Cluster Routing Cluster,79
RECEIVE,3786.400963,98,"[25,1]",27_7,"[2,6]","[25,1]",43.582895,,,79
SEND,3791.006906,92,"[34,1]",92_7,"[34,1]","[24,4]",34.288017,,,
ROUTE,3791.006906,92,"[34,1]",92_7,"[34,1]","[24,4]",34.288017,"[34,254]",Up Tree,92
ROUTE,3791.006992,82,"[27,2]",92_7,"[34,1]","[24,4]",34.288017,"[27,254]",Up Tree,82
ROUTE,3791.007090,71,"[27,1]",92_7,"[34,1]","[24,4]",34.288017,"[21,2]",Up Tree,71
ROUTE,3791.007192,61,"[21,2]",92_7,"[34,1]","[24,4]",34.288017,"[21,254]",Cluster Routing Router Gateway,71
ROUTE,3791.007303,50,"[14,4]",92_7,"[34,1]","[24,4]",34.288017,"[14,254]",Up Tree,50
ROUTE,3791.007401,40,"[14,2]",92_7,"[34,1]","[24,4]",34.288017,"[6,4]",Up Tree,40
ROUTE,3791.007494,31,"[6,4]",92_7,"[34,1]","[24,4]",34.288017,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,3791.007592,22,"[6,1]",92_7,"[34,1]","[24,4]",34.288017,"[1,4]",Up Tree,22
ROUTE,3791.007687,23,"[1,4]",92_7,"[34,1]","[24,4]",34.288017,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,3791.007775,24,"[1,1]",92_7,"[34,1]","[24,4]",34.288017,"[1,3]",Down Tree,24
ROUTE,3791.007888,26,"[1,3]",92_7,"[34,1]","[24,4]",34.288017,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,3791.008005,37,"[2,1]",92_7,"[34,1]","[24,4]",34.288017,"[2,5]",Down Tree,37
ROUTE,3791.008102,38,"[2,5]",92_7,"[34,1]","[24,4]",34.288017,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,3791.008205,48,"[10,1]",92_7,"[34,1]","[24,4]",34.288017,"[4,2]",Cluster Routing Cluster,48
SEND,3803.472720,1,"[12,3]",1_8,"[12,3]","[29,3]",42.203678,,,
ROUTE,3803.472720,1,"[12,3]",1_8,"[12,3]","[29,3]",42.203678,"[12,254]",Up Tree,1
ROUTE,3803.472815,2,"[12,2]",1_8,"[12,3]","[29,3]",42.203678,"[6,3]",Up Tree,2
ROUTE,3803.472895,13,"[6,3]",1_8,"[12,3]","[29,3]",42.203678,"[6,254]",Cluster Routing Router Gateway,2
ROUTE,3803.472995,22,"[6,1]",1_8,"[12,3]","[29,3]",42.203678,"[1,4]",Up Tree,22
ROUTE,3803.473090,23,"[1,4]",1_8,"[12,3]","[29,3]",42.203678,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,3803.473178,24,"[1,1]",1_8,"[12,3]","[29,3]",42.203678,"[1,3]",Down Tree,24
ROUTE,3803.473291,26,"[1,3]",1_8,"[12,3]","[29,3]",42.203678,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,3803.473408,37,"[2,1]",1_8,"[12,3]","[29,3]",42.203678,"[2,5]",Down Tree,37
ROUTE,3803.473505,38,"[2,5]",1_8,"[12,3]","[29,3]",42.203678,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,3803.473608,48,"[10,1]",1_8,"[12,3]","[29,3]",42.203678,"[10,3]",Down Tree,48
ROUTE,3803.473695,59,"[10,3]",1_8,"[12,3]","[29,3]",42.203678,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,3803.473768,69,"[17,1]",1_8,"[12,3]","[29,3]",42.203678,"[17,3]",Down Tree,69
ROUTE,3803.473884,78,"[17,3]",1_8,"[12,3]","[29,3]",42.203678,"[24,3]",Cluster Routing Cluster,78
ROUTE,3803.473985,87,"[24,3]",1_8,"[12,3]","[29,3]",42.203678,"[29,3]",Cluster Routing Cluster,87
RECEIVE,3803.474075,86,"[29,3]",1_8,"[12,3]","[29,3]",42.203678,,,87
SEND,3817.534561,63,"[23,1]",63_8,"[23,1]","[4,2]",10.193784,,,
ROUTE,3817.534561,63,"[23,1]",63_8,"[23,1]","[4,2]",10.193784,"[23,254]",Up Tree,63
ROUTE,3817.534657,52,"[16,3]",63_8,"[23,1]","[4,2]",10.193784,"[16,254]",Up Tree,52
ROUTE,3817.534766,43,"[16,1]",63_8,"[23,1]","[4,2]",10.193784,"[6,5]",Up Tree,43
ROUTE,3817.534883,32,"[6,5]",63_8,"[23,1]","[4,2]",10.193784,"[6,254]",Cluster Routing Router Gateway,43
ROUTE,3817.534950,22,"[6,1]",63_8,"[23,1]","[4,2]",10.193784,"[1,4]",Up Tree,22
ROUTE,3817.535044,23,"[1,4]",63_8,"[23,1]","[4,2]",10.193784,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,3817.535132,24,"[1,1]",63_8,"[23,1]","[4,2]",10.193784,"[1,3]",Down Tree,24
ROUTE,3817.535245,26,"[1,3]",63_8,"[23,1]","[4,2]",10.193784,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,3817.535362,37,"[2,1]",63_8,"[23,1]","[4,2]",10.193784,"[2,2]",Cluster Routing Cluster,37
SEND,3828.815972,8,"[5,4]",8_8,"[5,4]","[29,3]",43.346267,,,
ROUTE,3828.815972,8,"[5,4]",8_8,"[5,4]","[29,3]",43.346267,"[5,254]",Up Tree,8
ROUTE,3828.816020,18,"[5,2]",8_8,"[5,4]","[29,3]",43.346267,"[2,4]",Up Tree,18
ROUTE,3828.816105,28,"[2,4]",8_8,"[5,4]","[29,3]",43.346267,"[2,254]",Cluster Routing Router Gateway,18
ROUTE,3828.816218,37,"[2,1]",8_8,"[5,4]","[29,3]",43.346267,"[2,5]",Down Tree,37
ROUTE,3828.816316,38,"[2,5]",8_8,"[5,4]","[29,3]",43.346267,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,3828.816418,48,"[10,1]",8_8,"[5,4]","[29,3]",43.346267,"[10,3]",Down Tree,48
ROUTE,3828.816506,59,"[10,3]",8_8,"[5,4]","[29,3]",43.346267,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,3828.816579,69,"[17,1]",8_8,"[5,4]","[29,3]",43.346267,"[17,3]",Down Tree,69
ROUTE,3828.816695,78,"[17,3]",8_8,"[5,4]","[29,3]",43.346267,"[24,3]",Cluster Routing Cluster,78
ROUTE,3828.816795,87,"[24,3]",8_8,"[5,4]","[29,3]",43.346267,"[29,3]",Cluster Routing Cluster,87
RECEIVE,3828.816885,86,"[29,3]",8_8,"[5,4]","[29,3]",43.346267,,,87
SEND,3838.269308,17,"[5,3]",17_11,"[5,3]","[14,1]",24.746431,,,
SEND,3857.719643,20,"[11,1]",20_10,"[11,1]","[5,1]",13.861817,,,
SEND,3868.321487,51,"[14,3]",51_9,"[14,3]","[12,3]",19.162832,,,
ROUTE,3868.321487,51,"[14,3]",51_9,"[14,3]","[12,3]",19.162832,"[14,254]",Up Tree,51
ROUTE,3868.321567,40,"[14,2]",51_9,"[14,3]","[12,3]",19.162832,"[6,4]",Up Tree,40
ROUTE,3868.321659,31,"[6,4]",51_9,"[14,3]","[12,3]",19.162832,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,3868.321758,22,"[6,1]",51_9,"[14,3]","[12,3]",19.162832,"[6,8]",Cluster Routing Cluster,22
ROUTE,3868.321860,11,"[6,8]",51_9,"[14,3]","[12,3]",19.162832,"[12,3]",Cluster Routing Cluster,11
RECEIVE,3868.321937,1,"[12,3]",51_9,"[14,3]","[12,3]",19.162832,,,11
SEND,3870.910999,66,"[4,2]",66_35,"[4,2]","[19,2]",10.495824,,,
ROUTE,3870.910999,66,"[4,2]",66_35,"[4,2]","[19,2]",10.495824,"[4,254]",Up Tree,66
ROUTE,3870.911074,56,"[4,3]",66_35,"[4,2]","[19,2]",10.495824,"[2,3]",Up Tree,56
ROUTE,3870.911165,47,"[2,3]",66_35,"[4,2]","[19,2]",10.495824,"[2,254]",Cluster Routing Router Gateway,56
ROUTE,3870.911257,37,"[2,1]",66_35,"[4,2]","[19,2]",10.495824,"[1,3]",Cluster Routing Cluster,37
ROUTE,3870.911374,26,"[1,3]",66_35,"[4,2]","[19,2]",10.495824,"[19,2]",Cluster Routing Cluster,26
RECEIVE,3870.911473,15,"[19,2]",66_35,"[4,2]","[19,2]",10.495824,,,26
SEND,3870.958437,93,"[34,2]",93_6,"[34,2]","[22,4]",34.409531,,,
ROUTE,3870.958437,93,"[34,2]",93_6,"[34,2]","[22,4]",34.409531,"[34,254]",Up Tree,93
ROUTE,3870.958553,82,"[27,2]",93_6,"[34,2]","[22,4]",34.409531,"[27,254]",Up Tree,82
ROUTE,3870.958651,71,"[27,1]",93_6,"[34,2]","[22,4]",34.409531,"[21,2]",Up Tree,71
ROUTE,3870.958753,61,"[21,2]",93_6,"[34,2]","[22,4]",34.409531,"[21,254]",Cluster Routing Router Gateway,71
ROUTE,3870.958865,50,"[14,4]",93_6,"[34,2]","[22,4]",34.409531,"[14,254]",Up Tree,50
ROUTE,3870.958963,40,"[14,2]",93_6,"[34,2]","[22,4]",34.409531,"[6,4]",Up Tree,40
ROUTE,3870.959055,31,"[6,4]",93_6,"[34,2]","[22,4]",34.409531,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,3870.959154,22,"[6,1]",93_6,"[34,2]","[22,4]",34.409531,"[1,4]",Up Tree,22
ROUTE,3870.959248,23,"[1,4]",93_6,"[34,2]","[22,4]",34.409531,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,3870.959337,24,"[1,1]",93_6,"[34,2]","[22,4]",34.409531,"[1,3]",Down Tree,24
ROUTE,3870.959449,26,"[1,3]",93_6,"[34,2]","[22,4]",34.409531,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,3870.959566,37,"[2,1]",93_6,"[34,2]","[22,4]",34.409531,"[2,3]",Down Tree,37
ROUTE,3870.959658,47,"[2,3]",93_6,"[34,2]","[22,4]",34.409531,"[4,3]",Cluster Routing Router Gateway 2,37
ROUTE,3870.959750,56,"[4,3]",93_6,"[34,2]","[22,4]",34.409531,"[4,4]",Cluster Routing Cluster,56
SEND,3872.148623,49,"[10,2]",49_8,"[10,2]","[34,2]",22.844940,,,
ROUTE,3872.148623,49,"[10,2]",49_8,"[10,2]","[34,2]",22.844940,"[10,254]",Up Tree,49
ROUTE,3872.148679,48,"[10,1]",49_8,"[10,2]","[34,2]",22.844940,"[2,5]",Up Tree,48
ROUTE,3872.148782,38,"[2,5]",49_8,"[10,2]","[34,2]",22.844940,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,3872.148879,37,"[2,1]",49_8,"[10,2]","[34,2]",22.844940,"[1,3]",Up Tree,37
ROUTE,3872.148997,26,"[1,3]",49_8,"[10,2]","[34,2]",22.844940,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,3872.149109,24,"[1,1]",49_8,"[10,2]","[34,2]",22.844940,"[1,4]",Down Tree,24
ROUTE,3872.149198,23,"[1,4]",49_8,"[10,2]","[34,2]",22.844940,"[6,1]",Cluster Routing Router Gateway 2,24
ROUTE,3872.149292,22,"[6,1]",49_8,"[10,2]","[34,2]",22.844940,"[6,4]",Down Tree,22
ROUTE,3872.149391,31,"[6,4]",49_8,"[10,2]","[34,2]",22.844940,"[14,2]",Cluster Routing Router Gateway 2,22
ROUTE,3872.149483,40,"[14,2]",49_8,"[10,2]","[34,2]",22.844940,"[14,4]",Down Tree,40
ROUTE,3872.149581,50,"[14,4]",49_8,"[10,2]","[34,2]",22.844940,"[21,2]",Down Tree,50
ROUTE,3872.149692,61,"[21,2]",49_8,"[10,2]","[34,2]",22.844940,"[27,1]",Cluster Routing Router Gateway 2,50
ROUTE,3872.149794,71,"[27,1]",49_8,"[10,2]","[34,2]",22.844940,"[34,254]",Cluster Routing Cluster,71
ROUTE,3872.149892,82,"[27,2]",49_8,"[10,2]","[34,2]",22.844940,"[34,2]",Cluster Routing Cluster,82
RECEIVE,3872.150009,93,"[34,2]",49_8,"[10,2]","[34,2]",22.844940,,,82
SEND,3884.745150,75,"[31,3]",75_16,"[31,3]","[5,4]",22.090969,,,
ROUTE,3884.745150,75,"[31,3]",75_16,"[31,3]","[5,4]",22.090969,"[31,254]",Up Tree,75
ROUTE,3884.745194,76,"[31,1]",75_16,"[31,3]","[5,4]",22.090969,"[24,5]",Up Tree,76
ROUTE,3884.745285,77,"[24,5]",75_16,"[31,3]","[5,4]",22.090969,"[24,254]",Cluster Routing Router Gateway,76
ROUTE,3884.745365,78,"[17,3]",75_16,"[31,3]","[5,4]",22.090969,"[17,254]",Up Tree,78
ROUTE,3884.745481,69,"[17,1]",75_16,"[31,3]","[5,4]",22.090969,"[10,3]",Up Tree,69
ROUTE,3884.745554,59,"[10,3]",75_16,"[31,3]","[5,4]",22.090969,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,3884.745642,48,"[10,1]",75_16,"[31,3]","[5,4]",22.090969,"[2,5]",Up Tree,48
ROUTE,3884.745744,38,"[2,5]",75_16,"[31,3]","[5,4]",22.090969,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,3884.745842,37,"[2,1]",75_16,"[31,3]","[5,4]",22.090969,"[2,4]",Down Tree,37
ROUTE,3884.745955,28,"[2,4]",75_16,"[31,3]","[5,4]",22.090969,"[5,1]",Cluster Routing Cluster,28
SEND,3898.135277,10,"[18,2]",10_16,"[18,2]","[3,2]",39.189812,,,
SEND,3899.987625,98,"[25,1]",98_8,"[25,1]","[14,1]",29.558833,,,
ROUTE,3899.987625,98,"[25,1]",98_8,"[25,1]","[14,1]",29.558833,"[25,254]",Up Tree,98
ROUTE,3899.987742,79,"[17,4]",98_8,"[25,1]","[14,1]",29.558833,"[17,254]",Up Tree,79
ROUTE,3899.987861,69,"[17,1]",98_8,"[25,1]","[14,1]",29.558833,"[10,3]",Up Tree,69
ROUTE,3899.987934,59,"[10,3]",98_8,"[25,1]","[14,1]",29.558833,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,3899.988022,48,"[10,1]",98_8,"[25,1]","[14,1]",29.558833,"[2,5]",Up Tree,48
ROUTE,3899.988124,38,"[2,5]",98_8,"[25,1]","[14,1]",29.558833,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,3899.988222,37,"[2,1]",98_8,"[25,1]","[14,1]",29.558833,"[1,3]",Up Tree,37
ROUTE,3899.988339,26,"[1,3]",98_8,"[25,1]","[14,1]",29.558833,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,3899.988451,24,"[1,1]",98_8,"[25,1]","[14,1]",29.558833,"[1,4]",Down Tree,24
ROUTE,3899.988540,23,"[1,4]",98_8,"[25,1]","[14,1]",29.558833,"[6,5]",Cluster Routing Cluster,23
ROUTE,3899.988626,32,"[6,5]",98_8,"[25,1]","[14,1]",29.558833,"[14,1]",Cluster Routing Cluster,32
RECEIVE,3899.988740,41,"[14,1]",98_8,"[25,1]","[14,1]",29.558833,,,32
SEND,3904.528017,25,"[3,9]",25_9,"[3,9]","[2,2]",43.031958,,,
ROUTE,3904.528017,25,"[3,9]",25_9,"[3,9]","[2,2]",43.031958,"[3,254]",Cluster Routing Cluster,25
RECEIVE,3904.528115,35,"[2,2]",25_9,"[3,9]","[2,2]",43.031958,,,25
SEND,3912.306267,67,"[24,4]",67_8,"[24,4]","[12,3]",16.552191,,,
ROUTE,3912.306267,67,"[24,4]",67_8,"[24,4]","[12,3]",16.552191,"[24,254]",Up Tree,67
ROUTE,3912.306367,78,"[17,3]",67_8,"[24,4]","[12,3]",16.552191,"[17,254]",Up Tree,78
ROUTE,3912.306483,69,"[17,1]",67_8,"[24,4]","[12,3]",16.552191,"[10,3]",Up Tree,69
ROUTE,3912.306556,59,"[10,3]",67_8,"[24,4]","[12,3]",16.552191,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,3912.306643,48,"[10,1]",67_8,"[24,4]","[12,3]",16.552191,"[2,5]",Up Tree,48
ROUTE,3912.306746,38,"[2,5]",67_8,"[24,4]","[12,3]",16.552191,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,3912.306843,37,"[2,1]",67_8,"[24,4]","[12,3]",16.552191,"[1,3]",Up Tree,37
ROUTE,3912.306961,26,"[1,3]",67_8,"[24,4]","[12,3]",16.552191,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,3912.307073,24,"[1,1]",67_8,"[24,4]","[12,3]",16.552191,"[1,4]",Down Tree,24
ROUTE,3912.307162,23,"[1,4]",67_8,"[24,4]","[12,3]",16.552191,"[6,7]",Cluster Routing Cluster,23
SEND,3915.845047,12,"[6,7]",12_8,"[6,7]","[29,1]",40.086657,,,
ROUTE,3915.845047,12,"[6,7]",12_8,"[6,7]","[29,1]",40.086657,"[6,254]",Up Tree,12
ROUTE,3915.845114,22,"[6,1]",12_8,"[6,7]","[29,1]",40.086657,"[1,4]",Up Tree,22
ROUTE,3915.845208,23,"[1,4]",12_8,"[6,7]","[29,1]",40.086657,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,3915.845297,24,"[1,1]",12_8,"[6,7]","[29,1]",40.086657,"[1,3]",Down Tree,24
ROUTE,3915.845409,26,"[1,3]",12_8,"[6,7]","[29,1]",40.086657,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,3915.845526,37,"[2,1]",12_8,"[6,7]","[29,1]",40.086657,"[2,5]",Down Tree,37
ROUTE,3915.845624,38,"[2,5]",12_8,"[6,7]","[29,1]",40.086657,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,3915.845727,48,"[10,1]",12_8,"[6,7]","[29,1]",40.086657,"[10,3]",Down Tree,48
ROUTE,3915.845814,59,"[10,3]",12_8,"[6,7]","[29,1]",40.086657,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,3915.845887,69,"[17,1]",12_8,"[6,7]","[29,1]",40.086657,"[17,3]",Down Tree,69
ROUTE,3915.846003,78,"[17,3]",12_8,"[6,7]","[29,1]",40.086657,"[24,3]",Cluster Routing Cluster,78
ROUTE,3915.846103,87,"[24,3]",12_8,"[6,7]","[29,1]",40.086657,"[29,1]",Cluster Routing Cluster,87
RECEIVE,3915.846188,97,"[29,1]",12_8,"[6,7]","[29,1]",40.086657,,,87
SEND,3924.553203,75,"[31,3]",75_17,"[31,3]","[34,2]",10.015342,,,
ROUTE,3924.553203,75,"[31,3]",75_17,"[31,3]","[34,2]",10.015342,"[35,1]",Cluster Routing Cluster,75
SEND,3924.595858,86,"[29,3]",86_8,"[29,3]","[5,1]",44.747386,,,
SEND,3931.705389,19,"[5,1]",19_7,"[5,1]","[2,2]",17.908392,,,
SEND,3945.840342,46,"[2,2]",46_14,"[2,2]","[11,1]",23.098804,,,
ROUTE,3945.840342,46,"[2,2]",46_14,"[2,2]","[11,1]",23.098804,"[2,254]",Up Tree,46
ROUTE,3945.840409,37,"[2,1]",46_14,"[2,2]","[11,1]",23.098804,"[1,3]",Up Tree,37
ROUTE,3945.840526,26,"[1,3]",46_14,"[2,2]","[11,1]",23.098804,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,3945.840639,24,"[1,1]",46_14,"[2,2]","[11,1]",23.098804,"[1,4]",Down Tree,24
ROUTE,3945.840727,23,"[1,4]",46_14,"[2,2]","[11,1]",23.098804,"[6,1]",Cluster Routing Router Gateway 2,24
ROUTE,3945.840822,22,"[6,1]",46_14,"[2,2]","[11,1]",23.098804,"[6,2]",Cluster Routing Cluster,22
ROUTE,3945.840897,21,"[6,2]",46_14,"[2,2]","[11,1]",23.098804,"[11,1]",Cluster Routing Cluster,21
RECEIVE,3945.840959,20,"[11,1]",46_14,"[2,2]","[11,1]",23.098804,,,21
SEND,3957.347706,85,"[31,2]",85_8,"[31,2]","[10,2]",49.819860,,,
ROUTE,3957.347706,85,"[31,2]",85_8,"[31,2]","[10,2]",49.819860,"[31,254]",Up Tree,85
ROUTE,3957.347812,76,"[31,1]",85_8,"[31,2]","[10,2]",49.819860,"[24,5]",Up Tree,76
ROUTE,3957.347902,77,"[24,5]",85_8,"[31,2]","[10,2]",49.819860,"[24,254]",Cluster Routing Router Gateway,76
ROUTE,3957.347982,78,"[17,3]",85_8,"[31,2]","[10,2]",49.819860,"[17,254]",Up Tree,78
ROUTE,3957.348098,69,"[17,1]",85_8,"[31,2]","[10,2]",49.819860,"[10,3]",Cluster Routing Cluster,69
ROUTE,3957.348171,59,"[10,3]",85_8,"[31,2]","[10,2]",49.819860,"[10,2]",Cluster Routing Cluster,59
RECEIVE,3957.348223,49,"[10,2]",85_8,"[31,2]","[10,2]",49.819860,,,59
SEND,3959.289473,91,"[33,1]",91_7,"[33,1]","[3,9]",43.506181,,,
ROUTE,3959.289473,91,"[33,1]",91_7,"[33,1]","[3,9]",43.506181,"[33,254]",Up Tree,91
ROUTE,3959.289536,81,"[26,3]",91_7,"[33,1]","[3,9]",43.506181,"[26,254]",Up Tree,81
ROUTE,3959.289644,70,"[26,1]",91_7,"[33,1]","[3,9]",43.506181,"[21,1]",Up Tree,70
ROUTE,3959.289712,60,"[21,1]",91_7,"[33,1]","[3,9]",43.506181,"[21,254]",Cluster Routing Router Gateway,70
ROUTE,3959.289773,50,"[14,4]",91_7,"[33,1]","[3,9]",43.506181,"[14,254]",Up Tree,50
ROUTE,3959.289871,40,"[14,2]",91_7,"[33,1]","[3,9]",43.506181,"[6,4]",Up Tree,40
ROUTE,3959.289964,31,"[6,4]",91_7,"[33,1]","[3,9]",43.506181,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,3959.290063,22,"[6,1]",91_7,"[33,1]","[3,9]",43.506181,"[1,4]",Up Tree,22
ROUTE,3959.290157,23,"[1,4]",91_7,"[33,1]","[3,9]",43.506181,"[3,10]",Cluster Routing Cluster,23
SEND,3973.976957,90,"[32,1]",90_8,"[32,1]","[24,2]",29.318585,,,
ROUTE,3973.976957,90,"[32,1]",90_8,"[32,1]","[24,2]",29.318585,"[32,254]",Up Tree,90
ROUTE,3973.977054,80,"[26,2]",90_8,"[32,1]","[24,2]",29.318585,"[26,254]",Up Tree,80
ROUTE,3973.977123,70,"[26,1]",90_8,"[32,1]","[24,2]",29.318585,"[21,1]",Up Tree,70
ROUTE,3973.977191,60,"[21,1]",90_8,"[32,1]","[24,2]",29.318585,"[21,254]",Cluster Routing Router Gateway,70
ROUTE,3973.977252,50,"[14,4]",90_8,"[32,1]","[24,2]",29.318585,"[14,254]",Up Tree,50
ROUTE,3973.977350,40,"[14,2]",90_8,"[32,1]","[24,2]",29.318585,"[6,4]",Up Tree,40
ROUTE,3973.977443,31,"[6,4]",90_8,"[32,1]","[24,2]",29.318585,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,3973.977542,22,"[6,1]",90_8,"[32,1]","[24,2]",29.318585,"[1,4]",Up Tree,22
ROUTE,3973.977636,23,"[1,4]",90_8,"[32,1]","[24,2]",29.318585,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,3973.977724,24,"[1,1]",90_8,"[32,1]","[24,2]",29.318585,"[1,3]",Down Tree,24
ROUTE,3973.977837,26,"[1,3]",90_8,"[32,1]","[24,2]",29.318585,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,3973.977954,37,"[2,1]",90_8,"[32,1]","[24,2]",29.318585,"[2,5]",Down Tree,37
ROUTE,3973.978051,38,"[2,5]",90_8,"[32,1]","[24,2]",29.318585,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,3973.978154,48,"[10,1]",90_8,"[32,1]","[24,2]",29.318585,"[10,3]",Down Tree,48
ROUTE,3973.978241,59,"[10,3]",90_8,"[32,1]","[24,2]",29.318585,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,3973.978315,69,"[17,1]",90_8,"[32,1]","[24,2]",29.318585,"[24,254]",Cluster Routing Cluster,69
ROUTE,3973.978430,78,"[17,3]",90_8,"[32,1]","[24,2]",29.318585,"[24,2]",Cluster Routing Cluster,78
RECEIVE,3973.978549,89,"[24,2]",90_8,"[32,1]","[24,2]",29.318585,,,78
SEND,3975.210061,64,"[22,4]",64_7,"[22,4]","[28,1]",21.183477,,,
ROUTE,3975.210061,64,"[22,4]",64_7,"[22,4]","[28,1]",21.183477,"[28,1]",Cluster Routing Cluster,64
RECEIVE,3975.210179,73,"[28,1]",64_7,"[22,4]","[28,1]",21.183477,,,64
SEND,3983.151515,97,"[29,1]",97_7,"[29,1]","[4,2]",14.613425,,,
SEND,3998.142216,58,"[10,5]",58_9,"[10,5]","[32,1]",41.225747,,,
ROUTE,3998.142216,58,"[10,5]",58_9,"[10,5]","[32,1]",41.225747,"[10,254]",Up Tree,58
ROUTE,3998.142275,48,"[10,1]",58_9,"[10,5]","[32,1]",41.225747,"[2,5]",Up Tree,48
